		Cohort 1	Cohort 2	Cohort 3	Cohort 4	Cohort 5	Cohort 6	Cohort 7	Cohort 8	Cohort 9	Cohort 10	Cohort 11	Cohort 12	Cohort 13	Cohort 14	Cohort 15	Cohort 16	Cohort 17	Cohort 18	Cohort 19	Cohort 20	Cohort 21	Cohort 22	Cohort 23	Cohort 24	Cohort 25	Cohort 26	Cohort 27			Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	
1780	14		cardiac disorders				eye disorders	gastrointestinal disorders	general disorders and administration site conditions		immune system disorders	infections and infestations		investigations				nervous system disorders		psychiatric disorders	renal and urinary disorders		respiratory, thoracic and mediastinal disorders	skin and subcutaneous tissue disorders		surgical and medical procedures	vascular disorders		cyclopentolate	1,233	2.54168E-03	2.50789E-01	7.28926E-02	9.32845E-02	6.32779E-01	0.00000E00	1.07631E-01	2.01226E-16	8.69279E-03	2.66058E-01	1.34935E-03	1.70550E-30	1.26853E-04	1.56207E-02	1.95264E-04	2.30297E-07	1.60225E-50	4.45060E-03	3.75873E-01	4.01165E-02	6.44174E-04	4.90759E-01	1.71666E-03	5.92696E-04	8.76055E-01	3.98422E-01	6.98168E-01	3.62613E-03	3.05699E-01	1.12524E-01	1.42758E-01	7.07147E-01	0.00000E00	1.43996E-01	7.74157E-16	1.23126E-02	3.21846E-01	2.06310E-03	7.30623E-30	2.11982E-04	2.08440E-02	3.86899E-04	5.04286E-07	7.00385E-50	6.53955E-03	4.42388E-01	5.47572E-02	1.30351E-03	5.46365E-01	2.99590E-03	1.24194E-03	9.31422E-01	4.57597E-01	7.43500E-01	49	203	4	25	44	705	221	349	25	130	191	501	220	89	134	31	553	13	192	69	31	195	154	35	41	242	40	
1781																													benzydamine (only lozenges)	1,071	5.06023E-31	9.10600E-05	7.78684E-02	4.42408E-01	1.71247E-01	2.64185E-02	2.37996E-60	5.40762E-03	4.98433E-02	1.27874E-03	5.67709E-44	1.63158E-27	2.72120E-02	2.16163E-05	2.41087E-01	9.47043E-01	5.28125E-02	2.74254E-02	8.40791E-02	4.96178E-02	1.37965E-02	3.95945E-17	3.12184E-12	2.48999E-05	2.53891E-09	6.50548E-01	7.02615E-13	1.35612E-30	1.65728E-04	1.19295E-01	5.41299E-01	2.29038E-01	4.32974E-02	1.12679E-59	1.01870E-02	6.50009E-02	2.11308E-03	1.96004E-43	6.69013E-27	3.79364E-02	3.52649E-05	3.07643E-01	9.81777E-01	7.61223E-02	3.72832E-02	1.15352E-01	6.69439E-02	2.34937E-02	1.01053E-16	8.65156E-12	5.93370E-05	9.26979E-09	7.05718E-01	1.53508E-12	170	211	3	12	27	36	447	379	48	135	303	130	124	141	169	60	242	13	137	93	31	287	256	2	7	227	3	
1782																													nifurtoinol	55	1.91138E-11	4.36779E-04		1.18894E-24		1.00000E00	4.30795E-10	4.44684E-04	4.33284E-01	6.15947E-02	9.04147E-16	2.20072E-01	2.92797E-03	1.19524E-03	8.08087E-02	2.35318E-01	2.05365E-09	1.00000E00	5.67319E-01	1.17033E-21	9.37823E-02	2.51222E-08	8.78437E-03		1.21343E-01	5.96578E-12		3.72603E-11	7.53644E-04		7.49391E-24		1.00000E00	1.03019E-09	9.47823E-04	4.84391E-01	8.48114E-02	2.12703E-15	2.90427E-01	4.46419E-03	1.75900E-03	1.15951E-01	2.90607E-01	4.86949E-09	1.00000E00	6.30048E-01	3.27131E-21	1.37136E-01	5.12588E-08	1.43279E-02		1.84408E-01	1.38645E-11		20	19		21		2	32	35	3	1	32	18	16	13	13	5	35	1	6	31	5	27	2		4	35		
1783																													bromazine	49	6.85909E-02	3.52787E-06		5.09864E-01	2.21836E-01	2.91989E-02	7.09850E-02	1.30474E-02	8.10376E-02	2.30995E-01	4.69450E-05	8.37517E-03	2.06875E-04	9.21424E-05	9.82740E-05	1.23564E-05	3.27994E-02	1.00000E00	1.63263E-03	3.95960E-01	4.76586E-01	1.32013E-05	5.50036E-06			2.14181E-01		8.65323E-02	7.02553E-06		6.06299E-01	2.86038E-01	4.75713E-02	9.85131E-02	2.31431E-02	1.02689E-01	2.84688E-01	8.02964E-05	1.40719E-02	3.39338E-04	1.46213E-04	1.97740E-04	2.47843E-05	4.89284E-02	1.00000E00	2.71162E-03	4.52503E-01	5.61496E-01	2.36283E-05	1.16097E-05			2.63120E-01		6	21		1	3	6	15	28	4	7	17	21	17	14	18	12	19	1	16	5	3	21	21			14		
1784	20	blood and lymphatic system disorders	cardiac disorders		ear and labyrinth disorders		eye disorders	gastrointestinal disorders	general disorders and administration site conditions		immune system disorders	infections and infestations	injury, poisoning and procedural complications	investigations	metabolism and nutrition disorders	musculoskeletal and connective tissue disorders		nervous system disorders	pregnancy, puerperium and perinatal conditions	psychiatric disorders	renal and urinary disorders	reproductive system and breast disorders	respiratory, thoracic and mediastinal disorders	skin and subcutaneous tissue disorders			vascular disorders		dinoprostone	1,244	2.68803E-08	7.11642E-12	9.95215E-15	4.05452E-01	1.16655E-08	2.11110E-13	3.19334E-28	1.60363E-10	9.76235E-02	1.23347E-01	5.81524E-12	2.99871E-148	9.00260E-10	4.42160E-02	4.20985E-23	3.22265E-16	1.59332E-13	0.00000E00	9.45811E-15	4.11326E-02	6.96935E-137	6.47445E-01	5.04307E-20	4.15808E-01	2.12804E-172	7.28477E-24	1.94526E-04	4.79365E-08	1.73631E-11	4.53965E-14	5.02736E-01	2.97836E-08	7.31584E-13	1.10894E-27	4.95159E-10	1.22456E-01	1.61039E-01	1.27083E-11	2.92517E-147	1.87740E-09	5.64570E-02	1.52556E-22	9.74534E-16	4.31389E-13	0.00000E00	2.41364E-14	5.60394E-02	1.11887E-135	6.99190E-01	1.68836E-19	5.01129E-01	4.87614E-171	2.18401E-23	3.05702E-04	124	282	42	14	82	13	105	383	31	103	80	753	252	135	70	14	205	956	93	70	309	212	88	22	316	409	21	
1785																													dexbrompheniramine, combinations	107	1.64851E-03	6.53917E-05	5.66916E-01	6.69449E-01	9.30474E-02	8.20634E-01	3.56503E-04	8.43632E-01	1.43459E-05	8.66299E-05	3.01796E-01	1.00000E00	3.63562E-04	2.95534E-04	9.73818E-02	3.06545E-04	2.54861E-03		2.95911E-11	4.49713E-01	4.77170E-01	6.78984E-02	1.09649E-01	6.78015E-01	1.88505E-01	6.33382E-01	5.93142E-01	2.38127E-03	1.20389E-04	6.52848E-01	7.51942E-01	1.33970E-01	8.74146E-01	6.34176E-04	9.10676E-01	2.45029E-05	1.58723E-04	3.53181E-01	1.00000E00	5.85567E-04	4.54348E-04	1.38008E-01	5.62710E-04	4.37536E-03		6.93805E-11	5.04847E-01	5.61934E-01	9.02929E-02	1.49105E-01	7.49761E-01	2.67225E-01	6.89533E-01	6.41033E-01	15	33	1	2	7	4	37	41	14	24	17	27	29	22	22	16	41		44	5	6	25	23	2	6	24	2	
1786																													phenylbutazone	288	2.43620E-07	1.07444E-04		8.03888E-01	9.58390E-02	3.67237E-02	6.15220E-03	2.52299E-01	1.72616E-05	2.97378E-15	1.39224E-05	4.58394E-01	7.32401E-02	7.59175E-01	1.79851E-01	7.00604E-04	7.86067E-01	5.40449E-01	9.54425E-02	5.07935E-04	8.85354E-01	1.44369E-03	4.26060E-02	3.37675E-01	1.00000E00	5.12278E-01	5.22687E-02	4.19439E-07	1.93912E-04		8.65245E-01	1.37475E-01	5.84819E-02	9.85192E-03	3.39578E-01	2.93751E-05	8.32546E-15	2.45162E-05	5.44844E-01	9.61296E-02	7.88467E-01	2.37311E-01	1.24243E-03	8.45793E-01	5.88247E-01	1.29922E-01	8.32125E-04	9.26008E-01	2.28698E-03	6.26940E-02	4.17738E-01	1.00000E00	5.71058E-01	6.74426E-02	41	69		3	15	22	76	104	25	74	62	68	51	28	50	31	70	4	32	37	13	69	58	2	9	64	4	
1787																													hexamidine	407	5.10297E-14	5.34982E-01	5.50323E-06	9.30888E-02	4.05847E-01	7.13754E-03	9.48737E-04	1.70781E-02	1.43595E-06	9.40618E-15	1.51658E-11	8.64756E-01	2.24205E-01	1.48120E-04	1.04876E-01	6.54880E-02	1.37448E-01	5.45033E-03	1.58613E-03	1.56157E-02	1.82363E-01	1.67748E-03	6.22136E-15		2.82179E-02	3.70910E-04	6.26979E-04	1.07296E-13	5.97875E-01	1.52176E-05	1.42546E-01	4.84531E-01	1.26782E-02	1.62694E-03	2.96308E-02	2.55890E-06	2.59882E-14	3.28300E-11	9.16469E-01	2.71883E-01	2.32547E-04	1.46610E-01	9.11109E-02	1.84525E-01	7.95325E-03	2.63882E-03	2.23705E-02	2.46700E-01	2.64077E-03	1.84362E-14		4.98028E-02	6.25312E-04	9.62407E-04	67	57	14	10	10	32	108	137	34	92	100	106	65	61	47	14	89	18	38	42	12	92	127		6	114	3	
1788																													isepamicin	348	2.98907E-42	9.40590E-01		6.48036E-01	8.80356E-01	5.84193E-02	1.15682E-04	2.81759E-02	1.73976E-42	5.95473E-07	1.64031E-58	2.06019E-07	1.41586E-27	2.25146E-08	1.72754E-05	1.34949E-02	4.14249E-02	4.01855E-02	9.81691E-06	6.70458E-09	9.74780E-04	1.16986E-24	5.07355E-01	7.26008E-02	7.67553E-01	4.85977E-05		9.02344E-42	9.75438E-01		7.34226E-01	9.28671E-01	8.90675E-02	2.13767E-04	4.69650E-02	6.34206E-42	1.24412E-06	6.42134E-58	4.83923E-07	4.21143E-27	4.11262E-08	3.63270E-05	2.07903E-02	6.07052E-02	5.36268E-02	1.88052E-05	1.40187E-08	1.93720E-03	3.41058E-24	5.76233E-01	1.08318E-01	8.41996E-01	8.65400E-05		102	52		6	12	9	99	158	80	64	166	49	130	66	24	31	71	2	24	57	4	138	59	1	13	104		
1789																													oxyphenbutazone	272	3.03801E-01	1.73664E-03	1.00000E00	2.00617E-04	1.73866E-01	5.68709E-01	2.50775E-05	1.93503E-01	4.97307E-01	8.36786E-01	6.44834E-05	7.81160E-01	1.47624E-04	5.97844E-03	4.28038E-03	5.97294E-01	3.58550E-02	3.49667E-02	4.41009E-01	3.53319E-07	1.00734E-01	2.74448E-02	4.51422E-02	9.11533E-03	8.54662E-05	6.58756E-05	9.45579E-02	3.42310E-01	2.83776E-03	1.00000E00	4.84275E-04	2.32080E-01	6.53874E-01	4.83015E-05	2.68735E-01	5.48061E-01	8.76633E-01	1.09106E-04	8.42979E-01	2.45339E-04	8.30155E-03	7.46131E-03	6.56289E-01	5.31511E-02	4.69046E-02	5.06224E-01	6.88949E-07	1.45742E-01	3.83116E-02	6.61011E-02	1.62155E-02	2.16972E-04	1.16497E-04	1.18784E-01	20	61	2	13	13	15	83	118	11	27	57	67	61	39	57	17	84	1	35	44	6	59	55	10	23	84	15	
1790																													linsidomine	591	1.81720E-20	1.06883E-23		2.24325E-01	3.79167E-02	2.64353E-02	1.34150E-01	6.74017E-01	5.09129E-10	5.88392E-04	4.16527E-01	4.78872E-04	6.54056E-02	2.90167E-19	5.47066E-04	3.70121E-01	9.08632E-03		9.16991E-02	6.06596E-12	2.69026E-01	3.50148E-08	1.41240E-01	4.14478E-02	3.15852E-02	2.82412E-18	7.03193E-05	4.22697E-20	3.40115E-23		3.06749E-01	5.79738E-02	4.32992E-02	1.76456E-01	7.64627E-01	1.02856E-09	1.00439E-03	4.68939E-01	9.13884E-04	8.61078E-02	6.77590E-19	1.04113E-03	4.32224E-01	1.46343E-02		1.25171E-01	1.39627E-11	3.45354E-01	7.07766E-08	1.87049E-01	6.54810E-02	5.53418E-02	7.61867E-18	1.13025E-04	99	188		12	29	17	102	239	52	83	66	115	98	127	57	38	177		72	91	20	151	106	3	11	214	5	
1791																													somatostatin	223	1.18006E-22	1.12617E-01	6.93922E-01		5.03322E-10	6.37501E-01	2.42781E-14	7.32110E-01	1.29537E-19	1.00000E00	1.08341E-08	8.78303E-01	6.44302E-03	1.76778E-07	1.13212E-03	1.94191E-11	3.95973E-01		1.00000E00	1.26946E-02	4.15622E-01	3.77686E-02	1.00000E00	2.72325E-01	4.59439E-01	1.93305E-07		2.82686E-22	1.47875E-01	7.72721E-01		1.39777E-09	7.19802E-01	6.48197E-14	8.14713E-01	3.36916E-19	1.00000E00	2.15455E-08	9.26711E-01	9.62005E-03	3.11757E-07	2.09449E-03	5.02719E-11	4.76066E-01		1.00000E00	1.84391E-02	5.00512E-01	5.16761E-02	1.00000E00	3.48195E-01	5.65366E-01	3.87873E-07		59	43	2		29	12	94	91	42	21	59	58	46	46	16	41	50		32	26	12	49	35	1	5	80		
1792	18		cardiac disorders	congenital, familial and genetic disorders		endocrine disorders		gastrointestinal disorders	general disorders and administration site conditions		immune system disorders	infections and infestations	injury, poisoning and procedural complications			musculoskeletal and connective tissue disorders	neoplasms benign, malignant and unspecified (incl cysts and polyps)	nervous system disorders	pregnancy, puerperium and perinatal conditions	psychiatric disorders	renal and urinary disorders	reproductive system and breast disorders	respiratory, thoracic and mediastinal disorders	skin and subcutaneous tissue disorders			vascular disorders		human menopausal gonadotrophin	1,360	1.21137E-01	1.00000E00	3.02378E-12	1.52819E-04	2.44479E-217	4.50511E-05	2.72591E-03	3.05792E-14	5.47484E-18	2.88504E-08	2.74467E-27	2.62454E-17	1.41876E-04	6.16403E-06	4.25480E-14	5.12246E-02	7.69837E-06	1.96819E-234	2.67574E-15	4.88015E-04	2.68294E-300	2.27947E-05	1.54915E-10	5.79781E-02	4.42046E-02	7.63074E-01	3.18291E-02	1.47416E-01	1.00000E00	1.22603E-11	3.71408E-04	4.35690E-216	1.00013E-04	4.49989E-03	1.08605E-13	1.37412E-17	6.42380E-08	8.05841E-27	8.81466E-17	2.36304E-04	1.02884E-05	1.25294E-13	7.25419E-02	1.58453E-05	2.33572E-233	6.95364E-15	8.00838E-04	7.94450E-299	4.03701E-05	4.00398E-10	8.88066E-02	7.49815E-02	8.10881E-01	4.22874E-02	67	207	40	5	369	35	314	403	113	74	53	490	142	79	106	93	272	331	104	65	492	169	132	12	61	285	33	
1793	21	blood and lymphatic system disorders	cardiac disorders		ear and labyrinth disorders		eye disorders	gastrointestinal disorders	general disorders and administration site conditions	hepatobiliary disorders	immune system disorders	infections and infestations	injury, poisoning and procedural complications	investigations	metabolism and nutrition disorders	musculoskeletal and connective tissue disorders	neoplasms benign, malignant and unspecified (incl cysts and polyps)	nervous system disorders		psychiatric disorders	renal and urinary disorders		respiratory, thoracic and mediastinal disorders	skin and subcutaneous tissue disorders		surgical and medical procedures	vascular disorders		ioversol	3,965	3.95638E-29	1.08614E-97	3.57689E-09	1.34019E-05	1.70981E-20	6.77939E-11	4.48605E-04	1.04616E-53	2.71997E-25	0.00000E00	1.62217E-60	2.64518E-02	5.44378E-15	8.04848E-19	1.86086E-52	1.14821E-63	4.31927E-11	1.00614E-30	2.31312E-04	5.97125E-107	1.82512E-42	1.26540E-251	6.69467E-288	3.03803E-15	2.46584E-17	2.85952E-28	1.29618E-38	1.03532E-28	6.54065E-97	1.22873E-08	3.60464E-05	6.67795E-20	2.13698E-10	7.91538E-04	7.08961E-53	7.75233E-25	0.00000E00	6.44334E-60	4.17638E-02	1.29004E-14	1.86184E-18	9.97580E-52	6.73842E-63	1.08054E-10	3.43150E-30	4.07883E-04	3.26630E-106	1.25037E-41	1.05115E-250	9.45148E-287	1.21824E-14	1.22052E-16	9.09713E-28	4.52595E-38	88	1,125	4	27	41	284	874	1,103	33	1,519	188	955	389	214	267	27	822	5	501	698	30	1,553	1,572	10	51	1,110	18	
1794																													sodium feredetate	343	3.90720E-31	1.76418E-01	8.75693E-13		1.28991E-01	2.21388E-02	3.24647E-05	1.60914E-03	6.85025E-02	1.33780E-06	1.02275E-04	3.22454E-01	4.84389E-14	3.10802E-08	5.91763E-01	5.88645E-02	2.13483E-01	2.52011E-33	2.22206E-01	4.36073E-08	6.92729E-01	4.21653E-02	3.73825E-03		1.66140E-02	5.48882E-01	1.20956E-02	1.05004E-30	2.22770E-01	3.66408E-12		1.78648E-01	3.66321E-02	6.22546E-05	3.23394E-03	8.73782E-02	2.74068E-06	1.70631E-04	4.04785E-01	1.12221E-13	5.60807E-08	6.57613E-01	8.23563E-02	2.74720E-01	8.94926E-33	2.78742E-01	8.87026E-08	7.63176E-01	5.73297E-02	6.30343E-03		3.08595E-02	6.07451E-01	1.67682E-02	87	43	21		6	26	100	107	18	62	68	96	102	65	53	11	76	58	42	54	13	71	74		4	66	4	
1795																													canrenone	1,451	4.10789E-25	1.94578E-46	6.78555E-03	5.82868E-01	5.46591E-11	3.54352E-04	5.75372E-01	1.01280E-08	3.22189E-04	1.68773E-07	3.90859E-13	2.97707E-08	5.44058E-01	3.48844E-107	1.12705E-14	6.41605E-12	3.06118E-20	9.18525E-13	2.98848E-01	8.48769E-43	4.10294E-09	5.02428E-01	1.31021E-03	3.45447E-04	2.27308E-04	9.61418E-50	2.79710E-15	1.02044E-24	8.12444E-46	1.29210E-02	6.73225E-01	1.56144E-10	7.36228E-04	6.40493E-01	2.92597E-08	5.07802E-04	3.62640E-07	8.79284E-13	7.24287E-08	5.95807E-01	1.63180E-106	3.35865E-14	1.69423E-11	9.47333E-20	2.17344E-12	3.61169E-01	3.10295E-42	1.18209E-08	5.58257E-01	2.31355E-03	7.41911E-04	5.47765E-04	3.86835E-49	6.60025E-15	193	438	3	18	99	42	278	468	75	84	95	282	210	429	114	28	524	1	227	261	23	250	184	7	26	546	6	
1796																													pirarubicin	1,060	0.00000E00	4.60663E-06	8.60451E-01	6.98113E-01	1.97210E-01	5.31859E-04	1.89867E-01	9.22529E-06	2.04301E-66	6.78239E-02	2.24989E-46	4.87726E-22	5.68555E-06	4.11674E-16	1.23619E-08	2.33276E-100	1.08132E-02	2.92270E-09	9.63274E-22	3.53458E-05	2.06868E-03	1.94745E-15	1.49583E-07	2.00279E-04	2.24956E-02	1.10892E-01		0.00000E00	9.03689E-06	9.16880E-01	7.74785E-01	2.58622E-01	1.08378E-03	2.42321E-01	2.26034E-05	9.64906E-66	9.27389E-02	7.94252E-46	1.80423E-21	1.02232E-05	9.03609E-16	3.04057E-08	1.73237E-99	1.72261E-02	6.10801E-09	2.78852E-21	6.26868E-05	3.95483E-03	4.82013E-15	3.42280E-07	4.39922E-04	4.05653E-02	1.44071E-01		524	110	7	13	43	28	227	349	174	84	306	143	201	182	92	272	231	1	57	112	27	278	107	3	23	240		
1797																													benfluorex	654	1.93649E-07	2.05231E-118	1.00000E00	8.00445E-04	7.94258E-02	3.60666E-01	1.61052E-02	1.17274E-07	4.50429E-16	1.43844E-01	1.60272E-03	4.89851E-09	3.18073E-12	7.36927E-10	3.96356E-02	6.70119E-01	8.92609E-01	5.86842E-02	4.79541E-03	9.35021E-02	2.53057E-04	5.00124E-41	7.60102E-02	7.41158E-02	1.31738E-01	2.93588E-41		3.35002E-07	1.35462E-117	1.00000E00	1.78544E-03	1.15408E-01	4.46980E-01	2.46387E-02	3.21129E-07	1.08196E-15	1.85581E-01	2.43675E-03	1.23187E-08	7.09745E-12	1.41507E-09	6.04452E-02	7.26528E-01	9.37453E-01	7.66420E-02	7.63618E-03	1.21225E-01	5.33542E-04	1.75101E-40	1.06208E-01	1.10442E-01	1.97384E-01	1.10185E-40		74	356	5	21	30	26	105	193	68	74	55	105	158	110	76	39	166	7	71	58	11	252	86	4	15	288		
1798	4								general disorders and administration site conditions		immune system disorders													skin and subcutaneous tissue disorders			vascular disorders		aminobutyric acid	122	1.23392E-01	1.54055E-03	6.14855E-01	8.86976E-03	2.57380E-03	1.70922E-02	2.90056E-03	1.64630E-05	4.46660E-01	6.45029E-01	2.71757E-01	1.23444E-02	8.73170E-02	2.20528E-05	6.91620E-04	6.90995E-01	1.62059E-10	5.28857E-01	3.76847E-17	8.59782E-01	1.17310E-01	9.03003E-01	8.03654E-01	1.08699E-02	1.35118E-01	2.17562E-01	1.00000E00	1.50034E-01	2.52553E-03	6.93699E-01	1.69907E-02	4.60818E-03	2.87128E-02	4.78044E-03	3.96469E-05	4.95973E-01	7.00643E-01	3.20289E-01	2.03066E-02	1.13670E-01	3.59572E-05	1.30790E-03	7.46803E-01	4.00005E-10	5.78065E-01	1.00571E-16	8.92792E-01	1.67361E-01	9.31894E-01	8.50543E-01	1.91114E-02	2.01314E-01	2.66420E-01	1.00000E00	3	32	1	6	11	12	38	72	2	13	19	44	24	27	32	5	64	1	57	9	9	19	20	6	1	31	4	
1799																													sulfadimidine	285	7.07631E-01	8.04813E-01	1.00000E00	2.41313E-02	1.82597E-01	1.46626E-04	3.24011E-07	8.97051E-02	8.68226E-01	4.87435E-33	8.56142E-06	6.66481E-02	4.59866E-03	1.22791E-01	4.38685E-08	1.42757E-04	1.33174E-01	1.01416E-01	1.31434E-01	2.02718E-02	3.09833E-01	6.66729E-02	6.01702E-13	3.33446E-01	2.88276E-03	4.21389E-01	8.72556E-01	7.45839E-01	8.51994E-01	1.00000E00	4.22679E-02	2.42412E-01	3.12176E-04	6.87481E-07	1.36118E-01	8.98763E-01	1.94710E-32	1.52107E-05	9.86676E-02	6.92773E-03	1.49623E-01	1.05383E-07	2.67730E-04	1.79729E-01	1.27510E-01	1.72823E-01	2.87307E-02	3.90219E-01	8.87801E-02	1.70217E-12	4.14703E-01	6.04765E-03	4.80737E-01	9.07225E-01	18	45	2	9	5	29	93	127	10	102	62	87	57	34	77	3	83	2	51	31	16	59	94	6	20	53	10	
1800	19	blood and lymphatic system disorders	cardiac disorders		ear and labyrinth disorders	endocrine disorders	eye disorders	gastrointestinal disorders	general disorders and administration site conditions		immune system disorders	infections and infestations	injury, poisoning and procedural complications	investigations	metabolism and nutrition disorders	musculoskeletal and connective tissue disorders		nervous system disorders		psychiatric disorders	renal and urinary disorders		respiratory, thoracic and mediastinal disorders	skin and subcutaneous tissue disorders			vascular disorders		iodixanol	2,470	9.65524E-02	2.25405E-51	1.01531E-05	7.04749E-04	1.51513E-11	1.24886E-02	6.07262E-06	1.46169E-15	5.04997E-03	0.00000E00	1.29518E-19	5.57188E-02	1.24633E-03	3.65096E-01	3.56144E-06	1.03533E-25	2.60476E-02	1.75541E-16	1.55034E-01	3.91421E-120	7.67717E-24	1.84133E-38	6.07576E-302	4.79255E-05	6.05259E-02	2.03537E-35	6.47454E-20	1.19871E-01	9.84680E-51	2.72917E-05	1.58616E-03	4.44142E-11	2.14502E-02	1.21413E-05	5.45405E-15	7.33221E-03	0.00000E00	3.33638E-19	8.39482E-02	1.95134E-03	4.08251E-01	7.80797E-06	3.85464E-25	3.95280E-02	4.56720E-16	2.01362E-01	2.32860E-119	3.66660E-23	6.28386E-38	8.82755E-301	1.10816E-04	9.95003E-02	7.12495E-35	1.69620E-19	166	670	3	17	29	146	401	785	58	982	168	591	289	240	279	36	574	6	337	539	23	666	1,176	15	68	773	17	
1801																													bambuterol	361	4.28663E-16	1.78937E-09	2.38664E-03	1.87488E-01	4.62796E-01	9.01690E-01	3.21711E-01	1.78600E-01	8.83713E-01	1.04628E-11	1.02467E-09	7.63207E-01	4.02588E-01	1.57044E-12	9.40371E-01	7.30718E-01	4.51782E-02	1.44953E-01	1.57128E-01	1.98884E-15	1.56447E-01	6.62340E-31	6.21057E-05	4.98498E-02	6.05312E-02	1.56103E-15	7.39884E-05	9.39612E-16	4.11664E-09	4.80349E-03	2.63201E-01	5.44549E-01	9.46706E-01	3.89090E-01	2.50056E-01	9.13781E-01	2.64759E-11	2.11236E-09	8.28697E-01	4.58399E-01	3.20475E-12	9.74306E-01	7.81804E-01	6.56962E-02	1.77828E-01	2.03458E-01	4.87776E-15	2.15803E-01	2.10064E-30	1.21731E-04	7.69912E-02	9.95003E-02	3.98699E-15	1.18759E-04	66	100	9	2	9	16	79	130	11	78	87	95	56	78	51	18	108	12	43	72	10	153	86	1	6	141	1	
1802																													oxomemazine	315	3.21048E-25	2.29292E-02	1.01963E-01	1.46693E-01	7.54393E-01	2.33009E-01	2.33398E-02	6.51822E-04	4.01079E-03	3.53944E-11	5.00683E-07	8.46766E-01	1.23376E-06	1.44593E-02	2.30672E-01	6.48998E-02	4.21478E-03	2.40519E-01	3.19563E-04	7.41639E-01	2.70045E-02	2.20481E-08	1.51494E-07	1.56003E-01	2.94322E-02	4.03639E-01		8.00957E-25	3.36643E-02	1.51212E-01	2.11645E-01	8.20230E-01	3.06269E-01	3.50053E-02	1.36675E-03	5.88053E-03	8.83511E-11	9.36386E-07	9.01197E-01	2.29333E-06	1.93466E-02	2.95490E-01	9.03833E-02	7.08922E-03	2.84561E-01	5.60509E-04	7.84333E-01	4.40165E-02	4.50775E-08	3.46387E-07	2.13487E-01	5.17462E-02	4.62417E-01		75	63	5	8	9	10	79	95	21	70	71	82	76	42	53	10	102	10	70	24	6	92	86	8	4	71		
1803																													methyldopa (racemic)	190	1.63390E-01	3.35237E-02	1.52780E-25	3.58401E-01	2.63974E-10	7.32850E-01	1.44427E-01	2.59191E-02	2.48014E-05	1.19004E-03	2.68908E-02	8.12033E-27	8.35632E-03	7.26758E-05	6.06225E-01	1.56475E-01	4.03301E-01	8.90080E-94	3.04519E-01	1.51553E-02	9.86129E-04	1.43685E-01	4.86417E-01	1.00000E00	7.82423E-03	4.59452E-08		1.94493E-01	4.80067E-02	1.02436E-24	4.53165E-01	7.43048E-10	7.97639E-01	1.88671E-01	4.35547E-02	4.18496E-05	1.97648E-03	3.68637E-02	3.29438E-26	1.23309E-02	1.15633E-04	6.72183E-01	2.02351E-01	4.83930E-01	5.52087E-93	3.66979E-01	2.17643E-02	1.95830E-03	1.79799E-01	5.59295E-01	1.00000E00	1.52469E-02	9.46656E-08		16	40	27	4	27	10	46	60	19	6	34	119	40	35	30	15	53	89	33	23	19	39	26	2	14	72		
